Item ID,String.object_name,String.object_desc,String.object_classification,String.ent4_jurisdiction_country,String.ip_classification
CB47633-001,"NO DWG,Transistors,MOSFET,SI7450DP-T1-E3,200V,5.3A,5.2W@25C,10S,SMD,POWERPAK SO-8","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000461,US,Commercial
CB47699-001,"GmBH ONLY,Capacitors,1000uF,50V,20%,Aluminium Electrolytic,TH,Radial","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
CB47703-001,"NO DWG,Transistors,BJT,2N2369A,40V,0.2A,TH,TO-18","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000461,US,Commercial
CB47704-001,"NO DWG,Connectors,Receptacle,Male/Pin,TH,8","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CB47705-001,"NO DWG,Transistors,BJT,2STF1360,60V,3A,1.4W,SMD,SOT89-3","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000461,US,Commercial
CB47707-001,"NO DWG,ICs,Converter/Conditioner,MEV1D2415SC,TH,SIP-5","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB47707-002,"NO DWG,ICs,Converter/Conditioner,MEV1S1212SC,TH,SIP-4","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB47965-001,"EM Relays,KCL-A1N,115VAC,TH","6-October-2023_CIS_Export : 25 - SPACE & DEFENSE GROUP, CSA ENGINEERING",CLS-1000450,US,Commercial
CB47985-001,"EM Relays,YCL-A1N,115VAC,TH","6-October-2023_CIS_Export : 25 - SPACE & DEFENSE GROUP, CSA ENGINEERING",CLS-1000450,US,Commercial
CB47995-001,"Choke,CMS2-5.6/3/8.9-4S2,SMD","6-October-2023_CIS_Export : 25 - SPACE & DEFENSE GROUP, CSA ENGINEERING",CLS-1000453,US,Commercial
CB48023-001,"OBSOLETE,Diodes,Schottky,GA01SHT18-89,1A,SMD,SOT-89","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000449,US,Commercial
CB48025-001,"NO DWG,Transistors,JFET,SJEP120R100,1200V,17A,TH,TO-247","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000461,US,Commercial
CB48026-001,"NO DWG,ICs,1ED020I12FA,SMD,SOIC-20","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000452,US,Commercial
CB48027-001,"NO DWG,ICs,TPS40210DGQ,SMD,MSOP-10","6-October-2023_CIS_Export : 92 - CORPORATE GROUP, IRELAND",CLS-1000452,US,Commercial
