Item ID,String.object_name,String.object_desc,String.object_classification,String.ent4_jurisdiction_country,String.ip_classification
CC80901-009,"Resistors,1.21,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-010,"Resistors,1.24,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-011,"Resistors,1.27,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-012,"Resistors,1.30,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-013,"Resistors,1.33,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-014,"Resistors,1.37,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-015,"Resistors,1.40,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-016,"Resistors,1.43,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-017,"Resistors,1.47,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-018,"Resistors,1.50,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-019,"Resistors,1.54,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-020,"Resistors,1.58,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-021,"Resistors,1.62,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-022,"Resistors,1.65,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-023,"Resistors,1.69,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-024,"Resistors,1.74,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-025,"Resistors,1.78,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-026,"Resistors,1.82,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-027,"Resistors,1.87,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-028,"Resistors,1.91,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-029,"Resistors,1.96,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-030,"Resistors,2.00,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-031,"Resistors,2.05,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-032,"Resistors,2.10,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CC80901-033,"Resistors,2.15,1%,400ppm,1W,SMD,1218","6-October-2023_CIS_Export : 02 - AIRCRAFT GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
