Item ID,String.object_name,String.object_desc,String.object_classification,String.ent4_jurisdiction_country,String.ip_classification
CB78816-001,"SCS ONLY,Connectors,Plug,Male/Pin,0.100 IN,TH,30","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000447,US,Commercial
CB78816-002,"SCS ONLY,Connectors,Plug,Male/Pin,0.100 IN,TH,50","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000447,US,Commercial
CB78817-001,"SCS ONLY,Connectors,Female/Socket,0.100 IN,TH,30","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CB78817-002,"SCS ONLY,Connectors,Female/Socket,0.100 IN,TH,50","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CB78844-001,"Diodes,Zener/Reference,BZT55C36,SMD,SOD-80","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000449,US,Commercial
CB78845-001,"Transistors,MOSFET,AUIRF6218S,-150V,-27A@Tc=25C,250W@Tc=25C,SMD,D2-PAK","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000461,US,Commercial
CB78846-001,"Inductor,2.2uH,6.7A,30%,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000453,US,Commercial
CB78847-001,"ICs,Reference and Regulator,LM21215MH,SMD,HTSSOP-20","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB78847-002,"ICs,Reference and Regulator,LM21215AMH,SMD,HTSSOP-20","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB78848-001,"ICs,Converter/Conditioner,LM10011SD,SMD,SON-10","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB78933-001,"OBSOLETE,Resistors,0.10,1%,90ppm,1W,SMD,2515","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000457,US,Commercial
CB78936-001,"Crystals and Oscillators,24.576MHz,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000448,US,Commercial
CB78936-002,"Crystals and Oscillators,24.576MHz,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000448,US,Commercial
CB78936-003,"Crystals and Oscillators,25.000MHz,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000448,US,Commercial
CB78936-004,"Crystals and Oscillators,25.000MHz,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000448,US,Commercial
CB78936-005,"Crystals and Oscillators,25.000MHz,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000448,US,Commercial
CB78936-006,"Crystals and Oscillators,25.000MHz,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000448,US,Commercial
CB78940-001,"ICs,Digital Device,TXB0102,SMD,SOP-8","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB78947-001,"ICs,Digital Device,CDCM61001,SMD,QFN-32","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB78971-001,"ICs,Line Transceiver,KSZ8091RNBIA,SMD,QFN-32","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB78990-001,"SELECTED ITEM,ICs,Reference and Regulator,AD584TH,TH,TO-99","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB78997-001,"SCS ONLY,ICs,HS9-1825ARH,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB78997-002,"SELECTED ITEM,ICs,HS-1825AEH,SMD,CFP-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB78999-001,"SCS ONLY,ICs,Line Driver,HS9-26CLV31RH-Q,SMD,Flatpack","6-October-2023_CIS_Export : 21 - SYSTEMS GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79000-001,"SCS ONLY,ICs,Line Receiver,HS9-26CLV32RH-Q,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79005-001,"SCS ONLY,ICs,Op Amp,ISL70444SEH,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79007-001,"SCS ONLY,ICs,ISL706ARH,SMD,Flatpack","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79007-002,"SELECTED ITEM,ICs,ISL706AEH,SMD,CFP-8","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79062-001,"SCS ONLY,ICs,Reference and Regulator,ISL75051SRH,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79062-002,"SCS ONLY,ICs,Reference and Regulator,ISL75051SEH,SMD,Flatpack with bottom metal","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79062-003,"SCS ONLY,ICs,Reference and Regulator,ISL75051ASEHVFE,SMD,Flatpack with bottom metal","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79062-004,"SELECTED ITEM,ICs,Reference and Regulator,ISL73051ASEH,SMD,Flatpack with bottom metal","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79063-001,"SCS ONLY,ICs,Line Driver,UT54ACTS541EUVAG,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79064-001,"SCS ONLY,ICs,Line Driver,UT54LVDS031LV,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79065-001,"SELECTED ITEM,ICs,Reference and Regulator,VRG8662,SMD,SMD-0.5","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79069-001,"MCG ONLY,Ferrite Bead,2773021447,SMD,SMT","6-October-2023_CIS_Export : 60 - COMPONENTS GROUP, BLACKSBURG OPS",CLS-1000453,US,Commercial
CB79070-001,"MCG ONLY,Filter,0.022uF,300mA,-20%/+50%,SMD","6-October-2023_CIS_Export : 60 - COMPONENTS GROUP, BLACKSBURG OPS",CLS-1000453,US,Commercial
CB79073-001,"SCS ONLY,ICs,ISL71090SEHVF50,SMD,Flatpack","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79117-001,"SCS ONLY,Diodes,Rectifier,JANS1N7064CCU3,30A,SMD,SMD-0.5","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000449,US,Commercial
CB79118-001,"SCS ONLY,Transistors,MOSFET,JANSR2N7484T3,100V,18A,75W,TH,TO-257AA","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000461,US,Commercial
CB79119-001,"SCS ONLY,Transistors,MOSFET,JANSR2N7591U3,200V,16A@Tc=25C,75W@Ta=25C,SMD,SMD-0.5","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000461,US,Commercial
CB79123-001,"Filter,2.2uH,3.3A,SMD","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000453,US,Commercial
CB79123-002,"Filter,2.2uH,3.3A,SMD","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000453,US,Commercial
CB79123-003,"Filter,2.2uH,3.3A,SMD","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000453,US,Commercial
CB79130-001,"NO DWG,Connectors,Receptacle,Female/Socket,0.063 IN,TH,68","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000447,US,Commercial
CB79131-004,"Ferrite Bead,BLM18HE601SN1,800mA,25%,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000453,US,Commercial
CB79133-008,"Filter,0.022uF,1A,20%,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000453,US,Commercial
CB79139-001,"Crystals and Oscillators,25.000MHz,SMD","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000448,US,Commercial
CB79140-001,"ICs,Line Transceiver,LAN8710AI-EZK,SMD,QFN-32","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB79167-001,"Filter,200uH,3.3A,SMD","6-October-2023_CIS_Export : ",CLS-1000453,US,Commercial
CB79167-002,"Filter,200uH,3.3A,SMD","6-October-2023_CIS_Export : ",CLS-1000453,US,Commercial
CB79167-003,"Filter,200uH,3.3A,SMD","6-October-2023_CIS_Export : ",CLS-1000453,US,Commercial
CB79206-001,"ICs,Converter/Conditioner,MAX31865ATP+,SMD,TQFN-20","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79207-001,"Transistors,Array,ULN2003A,50V,500mA,SMD,SOIC-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000461,US,Commercial
CB79212-001,"ICs,Digital Device,LTC2924,SMD,SSOP-16","6-October-2023_CIS_Export : 04 - AIRCRAFT GROUP, TORRANCE / SEATTLE OPERATIONS",CLS-1000452,US,Commercial
CB79213-001,"NO DWG,ICs,Digital Device,SI8660BC-B-IS1,SMD,SOIC-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79257-001,"NO DWG,ICs,Line Receiver,HI-8591PCI,SMD,QFN-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79258-001,"NO DWG,ICs,Line Driver,HI-8596PCI,SMD,QFN-16","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000452,US,Commercial
CB79298-001,"Capacitors,6.8uF,800V,10%,Polypropylene,MKP","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000446,US,Commercial
CB79298-002,"Capacitors,8.5uF,800V,10%,Polypropylene,MKP","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000446,US,Commercial
CB79298-003,"Capacitors,5uF,900V,10%,Polypropylene,MKP","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000446,US,Commercial
CB79298-004,"Capacitors,7.5uF,900V,10%,Polypropylene,MKP","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000446,US,Commercial
CB79298-005,"Capacitors,20uF,900V,10%,Polypropylene,TH,MKP","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000446,US,Commercial
CB79298-006,"Capacitors,14uF,1100V,10%,Polypropylene,Radial,MKP","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000446,US,Commercial
CB79298-007,"Capacitors,20uF,1100V,10%,Polypropylene,Radial,MKP","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000446,US,Commercial
CB79441-001,"NO DWG,Connectors,Receptacle,Female/Socket,0.100 IN,TH,80","6-October-2023_CIS_Export : 93 - AIRCRAFT GROUP, INDIA AIRCRAFT OPERATIONS",CLS-1000447,US,Commercial
CB79441-002,"NO DWG,Connectors,Receptacle,Female/Socket,0.100 IN,TH,24","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CB79481-001,"SELECTED ITEM,ICs,Programmable Logic Device,RTAX2000SL-CQ352B,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79642-001,"ALTERED ITEM,ICs,Digital Device,IS9-1825ASRH-8,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79642-002,"ALTERED ITEM,ICs,Digital Device,IS9-1825ASRH-Q,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79642-101,"ALTERED ITEM,ICs,Digital Device,IS9-1825ASRH/PROTO,SMD,CFP-20","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79643-001,"SCS ONLY,ICs,Reference and Regulator,ISL75052SEHVFE,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79688-001,"SCS ONLY,ICs,Reference and Regulator,ISL75052SEHVFE,SMD,Flatpack","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000452,US,Commercial
CB79794-001,"SCS ONLY,Diodes,Schottky,JANS1N7071CCT8,45A,TH,TO-258","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000449,US,Commercial
CB79901-001,"SCS ONLY,Resistors,33.2,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
CB79901-002,"SCS ONLY,Resistors,14.3,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000457,US,Commercial
CB79901-003,"SCS ONLY,Resistors,21.0,1%,20ppm,7W,Axial,RWR84","6-October-2023_CIS_Export : 99 - DESIGN AUTHORITY (PURCH PARTS) I.E. NAS, MS ETC.",CLS-1000457,US,Commercial
CB80026-001,"GmBH ONLY,Capacitors,47uF,25V,20%,X5R,1210","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000446,US,Commercial
CB80167-001,"ICs,Line Transceiver,MAX232EWE,SMD,SOIC-16","6-October-2023_CIS_Export : 05 - MOOG AG MITC, BANGALORE",CLS-1000452,US,Commercial
CB80175-002,"Connectors,Plug,Male/Pin,0.0787 IN,TH,4","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CB80175-004,"Connectors,Plug,Male/Pin,0.0787 IN,TH,6","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CB80177-001,"NO DWG,Connectors,Plug,Male/Pin,0.079 IN,TH,3","6-October-2023_CIS_Export : 21 - SPACE & DEFENSE GROUP, EAST AURORA OPERATIONS",CLS-1000447,US,Commercial
CB80187-001,"NO DWG,ICs,Line Transceiver,TJF1052IT/TJA1052IT,SMD,SOIC-16","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000452,US,Commercial
CB80188-001,"NO DWG,Diodes,Schottky,PMEG4030EP,3A,SMD,SOD-128","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000449,US,Commercial
CB80192-001,"GmBH ONLY,ICs,Converter/Conditioner,TPS54060ADGQ,SMD,MSOP-10","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000452,US,Commercial
CB80192-002,"GmBH ONLY,ICs,Converter/Conditioner,TPS54060ADRC,SMD,VSON-10","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000452,US,Commercial
CB80292-001,"NO DWG,Transistors,MOSFET,FQB34N20TM_AM002,200V,31A@25C,180W,SMD,D2PAK","6-October-2023_CIS_Export : 20 - INTERNATIONAL GROUP, GMBH",CLS-1000461,US,Commercial
